kalimat,prediksi_nb,prediksi_bert,bobot_bert,bobot_lexicon,kata_terkait
polisi yang jujur laku adil,percaya,sadness,0.0,0.0,
dendam polisi adil,marah,anger,0.9,-0.9,dendam
sedih hukum kertas,sedih,sadness,0.8,-0.8,sedih
polisi tindak adil percaya publik,percaya,sadness,0.0,0.0,
polisi semrawut,percaya,sadness,0.0,0.0,
lihat lampu strobo udah takut dulu,takut,fear,0.0,0.0,
kecewa polisi malas ungkap jahat,sedih,sadness,0.7,-0.7,kecewa
tidak ngerti temu polisi main ancam,takut,sadness,0.0,0.0,
layan cepat efisien tingkat percaya masyarakat,netral,sadness,0.0,0.0,
terima kasih polisi hadap senyum laksana tugas,senang,sadness,0.0,0.0,
polisi kuat cipta aman masyarakat,netral,sadness,0.0,0.0,
tidak malu sumpah jabat,marah,sadness,0.0,0.0,
polri tindak jujur adil hukum jadi alat kuasa tindas lemah,sedih,sadness,0.0,0.0,
polisi profesional bawa dampak sistem hukum,netral,sadness,0.0,0.0,
adi polisi laku peras,netral,sadness,0.0,0.0,
senang polri gelar bakti sosial ringan beban masyarakat,senang,joy,0.8,0.8,senang
hukum ujung ujung beli duit,sedih,sadness,0.0,0.0,
polisi transparan jalan tugas percaya publik,netral,sadness,0.0,0.0,
adil wujud polisi transparansi,percaya,sadness,0.0,0.0,
polisi lambat tindak nyawa taruh,sedih,sadness,0.0,0.0,
cemas oknum polisi tindak wenang wenang sanksi,takut,fear,0.0,0.0,
terima kasih polisi himbau bagus,senang,sadness,0.0,0.0,
sedih hukum pihak rakyat,sedih,sadness,0.8,-0.8,sedih
tingkat integritas personel jaga percaya publik,percaya,sadness,0.0,0.0,
polisi panutan tegak hukum,percaya,sadness,0.0,0.0,
rakyat kecewa kinerja polisi,sedih,sadness,0.7,-0.7,kecewa
profesionalisme polisi kunci percaya rakyat,percaya,sadness,0.0,0.0,
terima kasih polisi sehat laksana tugas,senang,sadness,0.0,0.0,
proses moga tangan,netral,sadness,0.0,0.0,
polisi baik negeri,percaya,joy,0.1,0.1,baik
takut laku jahat lindung korban,takut,fear,0.0,0.0,
tugas utama polisi lindung rakyat tindas sulit,sedih,sadness,0.0,0.0,
terus karya inovasi ayom terima kasih polisi sehat,senang,sadness,0.0,0.0,
gimana tetap butuh polisi jujur,percaya,sadness,0.0,0.0,
duit aman tidak korban,takut,sadness,0.0,0.0,
latih kembang tingkat profesionalisme,netral,sadness,0.0,0.0,
percaya polisi bangun percaya masyarakat,percaya,sadness,0.0,0.0,
polisi tunda korban lupa,sedih,sadness,0.0,0.0,
polisi transparan dukung rakyat,percaya,sadness,0.0,0.0,
adil sulit,sedih,sadness,0.0,0.0,
rakyat salah langsung adil salah proses kayak keong,marah,sadness,0.0,0.0,
terima kasih kinerja polisi,senang,sadness,0.0,0.0,
gue percaya polisi bukti emang serius jaga adil,percaya,sadness,0.0,0.0,
polisi hadir lindung sumber takut,sedih,fear,0.0,0.0,
ngeri lihat tidak selesai,takut,fear,0.0,0.0,
takut lapor anggap angin,takut,fear,0.0,0.0,
penting tingkat kinerja polisi,netral,sadness,0.0,0.0,
kecewa polisi tetap sangka salah,sedih,sadness,0.7,-0.7,kecewa
polisi ayom masyarakat tingkat layan,netral,sadness,0.0,0.0,
seram lihat ujung diam,takut,fear,0.0,0.0,
rakyat tidak butuh polisi citra butuh benar kerja,marah,sadness,0.0,0.0,
kecewa sakit hati polisi,sedih,sadness,0.7,-0.7,kecewa
lihat ragam bikin marah bangga,marah,anger,0.8,0.0,"marah, bangga"
polisi batal konser ahmad dhani ribu serta kecewa,sedih,sadness,0.7,-0.7,kecewa
sedih dite,sedih,sadness,0.8,-0.8,sedih
bijak pro kontra,senang,sadness,0.0,0.0,
terima kasih polisi jujur adil,senang,sadness,0.0,0.0,
takut dite habis habis,sedih,fear,0.0,0.0,
polisi milik mekanisme adu masyarakat butuh,netral,sadness,0.0,0.0,
teknologi manfaat tingkat efektivitas layan polisi,netral,sadness,0.0,0.0,
senang jujur nilai,percaya,joy,0.8,0.8,senang
aman aparat lindung tindak semena pena,takut,sadness,0.0,0.0,
aman polisi percaya,percaya,sadness,0.0,0.0,
harap polisi setia tugas lindung rakyat,percaya,sadness,0.0,0.0,
khawatir lapor meja tindak,takut,fear,0.0,0.0,
aman tertib butuh kerja tugas polisi,netral,sadness,0.0,0.0,
polisi jujur rakyat tidak ragu percaya,percaya,sadness,0.0,0.0,
harap kecewa polisi,sedih,sadness,0.7,-0.7,kecewa
jaya polisi indonesia,percaya,sadness,0.0,0.0,
marah lihat koruptor bebas santai,marah,anger,0.8,-0.8,marah
polisi rakyat juang,percaya,sadness,0.0,0.0,
polisi usut proses adil,netral,sadness,0.0,0.0,
polisi peduli bersih indah kota terima kasih,senang,sadness,0.0,0.0,
polisi tidak becus kerja harap rakyat percaya,marah,sadness,0.0,0.0,
pasti hukum wujud polisi jujur,percaya,sadness,0.0,0.0,
polisi hati nurani patut apresiasi,percaya,sadness,0.0,0.0,
bangga kinerja polisi,senang,joy,0.8,0.8,bangga
polisi salah guna wenang dukung rakyat,takut,sadness,0.0,0.0,
takut bicara kritis polisi,takut,fear,0.0,0.0,
polisi kembali percaya masyarakat kerja nyata,percaya,sadness,0.0,0.0,
hilang,sedih,sadness,0.0,0.0,
aman tertib tanggung polisi,netral,sadness,0.0,0.0,
kolaborasi instansi tingkat efektivitas tegak hukum,netral,sadness,0.0,0.0,
laku kayak preman hormat gimana rakyat respek,marah,sadness,0.0,0.0,
percaya hukum tegak polisi tulus,percaya,sadness,0.0,0.0,
susah percaya selesai,sedih,sadness,0.0,0.0,
terima kasih polisi laksana aman,senang,sadness,0.0,0.0,
salut polisi tebang pilih,senang,sadness,0.0,0.0,
benar bikin darah dengar,marah,sadness,0.0,0.0,
segel mobil box kirim surat suara rusak bawaslu kecewa polisi kawal kirim suara,sedih,sadness,0.7,-0.7,kecewa
sedih lenyap,sedih,sadness,0.8,-0.8,sedih
takut nyata adil beli polisi pihak,takut,fear,0.0,0.0,
marah,marah,anger,0.8,-0.8,marah
polisi ayom aman,senang,sadness,0.0,0.0,
terima kasih polwan,senang,sadness,0.0,0.0,
takut lapor tindak adil,takut,fear,0.0,0.0,
kecewa kinerja polisi harap baik,sedih,sadness,0.39999999999999997,-0.3,"kecewa, baik"
terima kasih polisi relawan maksimal,senang,sadness,0.0,0.0,
aman moga polisi sigap,netral,sadness,0.0,0.0,
tidak ubah aja,marah,sadness,0.0,0.0,
polisi alat kuasa tegak hukum amanah jujur adil,percaya,sadness,0.0,0.0,
polisi bersih jujur adil,percaya,sadness,0.0,0.0,
gue percaya polisi profesional kerja penting pribadi,percaya,sadness,0.0,0.0,
polisi aman,netral,sadness,0.0,0.0,
jadi aneh tahan bikin was,takut,sadness,0.0,0.0,
terima kasih bantu polisi,senang,sadness,0.0,0.0,
lapor masyarakat proses suai tentu hukum,netral,sadness,0.0,0.0,
polisi peran tertib masyarakat,netral,sadness,0.0,0.0,
polisi lambat tindak takut kasus hilang,takut,fear,0.0,0.0,
bahagia polisi jalan tugas,senang,joy,1.0,1.0,bahagia
susah cari polisi jujur adil,marah,sadness,0.0,0.0,
rakyat butuh polisi panutan tegak hukum,percaya,sadness,0.0,0.0,
miris orang jujur jadi sangka,takut,sadness,0.0,0.0,
salut polisi hadir rakyat butuh bantu,senang,sadness,0.0,0.0,
terima kasih polisi udah siaga aman arus mudik moga sehat lancar tugas,senang,sadness,0.0,0.0,
kecewa polisi intel bilang sabar,sedih,sadness,0.7,-0.7,kecewa
masalah bangsa tegak hukum polisi percaya rakyat,percaya,sadness,0.0,0.0,
juta orang percaya polisi,takut,sadness,0.0,0.0,
terima kasih polisi moga sehat lancar rejeki,senang,sadness,0.0,0.0,
takut alam hukum salah sistem pihak rakyat,takut,fear,0.0,0.0,
aman jamin polisi penuh dedikasi,senang,sadness,0.0,0.0,
profesi tantang tanggung,netral,sadness,0.0,0.0,
terima kasih polisi hadir layan abdi penuh hati,senang,sadness,0.0,0.0,
polisi tertib mobil kacau jalan,netral,sadness,0.0,0.0,
sakit hati kalau kinerja polisi negara,sedih,sadness,0.0,0.0,
aja berita polisi masalah,marah,sadness,0.0,0.0,
tegak hukum baik,netral,joy,0.1,0.1,baik
polisi bersih amanah dukung penuh rakyat,percaya,sadness,0.0,0.0,
tidak malu berita buruk polisi,marah,sadness,0.0,0.0,
gaji pajak rakyat kerja,marah,sadness,0.0,0.0,
bukti udah mata alas proses selidik,marah,sadness,0.0,0.0,
susah percaya hukum ubah arah,percaya,sadness,0.0,0.0,
polisi solusi tambah luka,sedih,sadness,0.0,0.0,
rakyat dukung polisi jujur adil berani benar,percaya,sadness,0.0,0.0,
jadi takut kena imbas,takut,fear,0.0,0.0,
polisi lingkung tenang panik,senang,fear,0.0,0.0,
jadi aneh tahan bikin was banget,takut,sadness,0.0,0.0,
korban polisi abai,sedih,sadness,0.0,0.0,
tugas tantang polisi,netral,sadness,0.0,0.0,
polisi sigap,senang,sadness,0.0,0.0,
seram lihat jahat rajalela aparat,takut,fear,0.0,0.0,
jengkel banget polisi diam,marah,anger,0.6,-0.6,jengkel
lapor masuk proses suai prosedur laku,netral,sadness,0.0,0.0,
takut bicara jujur ujung,takut,fear,0.0,0.0,
rakyat korban,sedih,sadness,0.0,0.0,
polisi patroli rasa tidak tenang,takut,sadness,0.0,0.0,
adil urus polisi,takut,sadness,0.0,0.0,
kali aja bikin darah,marah,sadness,0.0,0.0,
saat ancam lindung terima kasih polisi tni semangat,senang,sadness,0.0,0.0,
tangan transparan akuntabel,netral,sadness,0.0,0.0,
gue sedih banget kinerja polisi,sedih,sadness,0.8,-0.8,sedih
rakyat anggap musuh,sedih,sadness,0.0,0.0,
polisi lembaga tegak hukum,netral,sadness,0.0,0.0,
ragam gaya gaya kerja benar,marah,sadness,0.0,0.0,
polisi pegang teguh prinsip adil dukung rakyat,percaya,sadness,0.0,0.0,
masyarakat butuh polisi responsif,netral,sadness,0.0,0.0,
komunikasi masyarakat polisi tingkat percaya,netral,sadness,0.0,0.0,
miris butuh lindung abai,sedih,sadness,0.0,0.0,
senang polisi inovatif tangan aman,senang,joy,0.8,0.8,senang
tegak adil rakyat takut sayang,takut,fear,0.0,0.0,
kecewa adil,sedih,sadness,0.7,-0.7,kecewa
hukum polisi tebang pilih,takut,sadness,0.0,0.0,
polisi jaga netralitas tugas,netral,sadness,0.0,0.0,
takut polisi salah guna kuasa,takut,fear,0.0,0.0,
terima kasih polisi mudik tidak kena macet lacar banget pokok semangat deh polisi tugas,senang,sadness,0.0,0.0,
seviral tindak,sedih,sadness,0.0,0.0,
takut jadi suruh amai tidak benar,takut,fear,0.0,0.0,
polisi sigap rakyat aman,senang,sadness,0.0,0.0,
terima kasih polisi bantu evakuasi,senang,sadness,0.0,0.0,
bina lanjut personel polisi jaga profesionalisme,percaya,sadness,0.0,0.0,
libat komunitas jaga aman bantu tugas polisi,netral,sadness,0.0,0.0,
salut bangga kinerja polisi berantas kriminalitas,senang,joy,0.8,0.8,bangga
masyarakat terima kasih layan polisi,senang,sadness,0.0,0.0,
takut atur berat rakyat,takut,fear,0.0,0.0,
jengkel lihat bukti proses,marah,anger,0.6,-0.6,jengkel
aman nyaman masyarakat prioritas,senang,sadness,0.0,0.0,
tidak polisi buruk benar kerja rakyat apresiasi,marah,sadness,0.0,0.0,
evaluasi kala kinerja polisi langkah baik,netral,joy,0.1,0.1,baik
percaya masyarakat polisi jaga tindak nyata,percaya,sadness,0.0,0.0,
rakyat tangis polisi diam,sedih,sadness,0.0,0.0,
ngeri urus polisi rumit,takut,fear,0.0,0.0,
lindung rakyat bikin takut,takut,fear,0.0,0.0,
laku serang kunjung tangkap rakyat kecewa polisi,sedih,sadness,0.7,-0.7,kecewa
operasi polisi jalan deg degan,takut,sadness,0.0,0.0,
kesal salah lindung,marah,anger,0.5,-0.5,kesal
sungguh senang polisi bersih transparan,senang,joy,0.8,0.8,senang
kesal polisi uang urus,marah,anger,0.5,-0.5,kesal
takut butuh bantu polisi peduli,takut,fear,0.0,0.0,
polisi rakyat lawan rakyat,percaya,sadness,0.0,0.0,
marah lihat polisi lindung koruptor,marah,anger,0.8,-0.8,marah
viral hilang,sedih,sadness,0.0,0.0,
polisi disiplin profesional bangga bangsa,senang,joy,0.8,0.8,bangga
polisi jujur bangga bangsa,senang,joy,0.8,0.8,bangga
miris jahat aparat,sedih,sadness,0.0,0.0,
cepat tanggap polisi,senang,sadness,0.0,0.0,
ubah sistem butuh tidak instan,marah,sadness,0.0,0.0,
kecewa hukum panggung sandiwara,sedih,sadness,0.7,-0.7,kecewa
kerja sih dite,marah,sadness,0.0,0.0,
