kalimat,prediksi_nb,prediksi_bert,bobot_bert,bobot_lexicon,kata_terkait
polisi jujur amanah keren banget moga kayak gitu,trust,sadness,0.0,0.0,
rakyat tangis adil,sadness,sadness,0.0,0.0,
seram temu polisi muka galak,fear,fear,0.0,0.0,
salut polisi tolong sopir truk kontainer pingsan,joy,sadness,0.0,0.0,
terima kasih polisi senang mudik lancar aman macet,joy,joy,0.8,0.8,senang
polisi janji hilang,sadness,sadness,0.0,0.0,
tidak aman jahat biar,fear,sadness,0.0,0.0,
teknologi bantu tingkat efektivitas kinerja polisi layan publik,netral,sadness,0.0,0.0,
kecewa polisi intel bilang sabar,sadness,sadness,0.7,-0.7,kecewa
hukum indonesia butuh polisi jujur adil,trust,sadness,0.0,0.0,
koordinasi polisi masyarakat cipta lingkung aman,netral,sadness,0.0,0.0,
hilang bukti lenyap percaya,sadness,sadness,0.0,0.0,
kecewa kinerja polisi lambat kembang,sadness,sadness,0.7,-0.7,kecewa
evaluasi kala kinerja polisi tingkat profesionalisme,netral,sadness,0.0,0.0,
polisi peduli masyarakat percaya penuh,trust,sadness,0.0,0.0,
viral tindak,shock,sadness,0.0,0.0,
serius polisi benar tangkap tunggu viral,shock,sadness,0.0,0.0,
koordinasi polisi masyarakat tingkat aman,netral,sadness,0.0,0.0,
gitu iya gerak gue sampe pikir polisi indonesia,shock,sadness,0.0,0.0,
benar tidak sih kayak polisi gue lihat kerja,shock,sadness,0.0,0.0,
terima kasih polisi keras,joy,sadness,0.0,0.0,
allah sedih kecewa marah polisi,sadness,sadness,0.7666666666666666,-0.7666666666666666,"sedih, kecewa, marah"
salah masyarakat tidak percaya liat kinerja,anger,sadness,0.0,0.0,
polisi tugas tilang jalan coba lihat jahat mata,fear,sadness,0.0,0.0,
gue tidak selesai,shock,sadness,0.0,0.0,
berani polisi lawan tidakadil patut apresiasi,trust,sadness,0.0,0.0,
percaya polisi bangun percaya masyarakat,trust,sadness,0.0,0.0,
kaget benar demo dengar,shock,sadness,0.0,0.0,
aja viral kemarin udah tangkap aja laku,shock,sadness,0.0,0.0,
takut jadi suruh amai tidak benar,fear,fear,0.0,0.0,
dendam polisi adil,anger,anger,0.9,-0.9,dendam
harap polisi diam,sadness,sadness,0.0,0.0,
panitia kecewa polisi hadang serta kota gabung,sadness,sadness,0.7,-0.7,kecewa
jam viral udah klarifikasi polisi,shock,sadness,0.0,0.0,
takut tidakadil anggap wajar,fear,fear,0.0,0.0,wajar
liat koman pagi sore udah hasil selidik,shock,sadness,0.0,0.0,
bangga polisi depan integritas tugas,trust,joy,0.8,0.8,bangga
masyarakat percaya lindung,trust,sadness,0.0,0.0,
kecewa kuasa polisi,sadness,sadness,0.7,-0.7,kecewa
orang adil tegak,trust,sadness,0.0,0.0,
polisi bikin tenang bikin ragu,fear,sadness,0.0,0.0,
adil langka mahal,trust,sadness,0.0,0.0,
terima kasih polri bagi buku ilmu,joy,sadness,0.0,0.0,
adil gelintir orang,fear,sadness,0.0,0.0,
percaya polisi hilang kecewa banget,sadness,sadness,0.7,-0.7,kecewa
percaya polisi rakyat,trust,sadness,0.0,0.0,
rakyat udah muak main kayak,anger,sadness,0.0,0.0,
polisi hati percaya,trust,sadness,0.0,0.0,
miris masyarakat takut percaya aparat,sadness,fear,0.0,0.0,
polisi rakyat juang,sadness,sadness,0.0,0.0,
kaget kayak gue serius deh,shock,sadness,0.0,0.0,
jiwa raga manusia terima kasih polri peduli,joy,sadness,0.0,0.0,
gue percaya polisi bukti emang serius jaga adil,trust,sadness,0.0,0.0,
kecewa kinerja polisi buruk,sadness,sadness,0.7,-0.7,kecewa
miris aparat peduli citra rakyat,sadness,sadness,0.0,0.0,
susah kerja benar sari untung pribadi,anger,sadness,0.0,0.0,
sedih lihat korban tidak adil,sadness,sadness,0.8,-0.8,sedih
kecewa banget sikap polisi,sadness,sadness,0.7,-0.7,kecewa
gue tidak sangka polisi cepat gerak,shock,sadness,0.0,0.0,
polisi jujur tulus maaf,trust,sadness,0.0,0.0,
bangga polisi layan rakyat penuh hati,joy,joy,0.8,0.8,bangga
lapor proses suai mekanisme,netral,sadness,0.0,0.0,
dendam lihat polisi indak semena pena,anger,anger,0.9,-0.9,dendam
salut kinerja polisi tanggap selesai,joy,sadness,0.0,0.0,
tangan sih beda banget cepat,shock,sadness,0.0,0.0,
gue heran cepat tangan,shock,sadness,0.0,0.0,
ngeri aparat buat konsekuensi,fear,fear,0.0,0.0,
polisi transparan bukti maju tegak hukum negeri,trust,sadness,0.0,0.0,
citra bukti benar kerja,anger,sadness,0.0,0.0,
percaya kinerja polisi,trust,sadness,0.0,0.0,
aman ragu polisi tidak tindak cepat,shock,sadness,0.0,0.0,
polisi suai tugas fungsi,netral,sadness,0.0,0.0,
takut lapor gue kena,fear,fear,0.0,0.0,
transparansi proses hukum tingkat percaya masyarakat,netral,sadness,0.0,0.0,
khawatir urus polisi hasil kali tebak,fear,fear,0.0,0.0,
masyarakat puas kinerja polri aman milu,joy,joy,0.7,0.7,puas
polisi integritas kinerja andal,trust,sadness,0.0,0.0,
moga lapor masyarakat ditindaklanjuti cepat,netral,sadness,0.0,0.0,
takut hukum tunduk uang kuasa,fear,fear,0.0,0.0,
dendam lihat polisi bebas hukum bukti salah,anger,anger,0.9,-0.9,dendam
tegak hukum jalan suai prinsip adil,netral,sadness,0.0,0.0,
tindak polisi suai undang laku,netral,sadness,0.0,0.0,
takut dite habis habis,sadness,fear,0.0,0.0,
polisi bersih dukung penuh,trust,sadness,0.0,0.0,
takut lapor isa damai tidak fear,fear,fear,0.0,0.0,
astaga aja lihat berita udah proses,shock,sadness,0.0,0.0,
gue tidak percaya benar tindak polisi cepat,shock,sadness,0.0,0.0,
pas liat headline nya langsung pikir edit,shock,sadness,0.0,0.0,pas
polisi juang adil,trust,sadness,0.0,0.0,
polisi peduli bersih indah kota terima kasih,joy,sadness,0.0,0.0,
polisi lindung sumber takut,fear,fear,0.0,0.0,
polisi usut proses adil,sadness,sadness,0.0,0.0,
takut orang salah paksa ngaku,fear,fear,0.0,0.0,
komunikasi masyarakat polisi tingkat percaya,netral,sadness,0.0,0.0,
tidak aman polisi,fear,sadness,0.0,0.0,
tilang takut urus,fear,fear,0.0,0.0,
tegak hukum baik,netral,joy,0.1,0.1,baik
tumben iya polisi langsung gerak,shock,sadness,0.0,0.0,
moga polisi utama adil tindak,trust,sadness,0.0,0.0,
senyum polisi ramah masyarakat,joy,sadness,0.0,0.0,
seram lihat ujung diam,fear,fear,0.0,0.0,
polisi integritas hati masyarakat,trust,sadness,0.0,0.0,
kali aman diam urus polisi,fear,sadness,0.0,0.0,
wow polisi progresif aja ini mantap,shock,sadness,0.0,0.0,
ubah gue sampe speechless,shock,sadness,0.0,0.0,
profesional hormat,trust,sadness,0.0,0.0,
tidak percaya polisi tegas tumben banget,shock,sadness,0.0,0.0,
wow tanggap polisi kali bikin gue speechless,shock,sadness,0.0,0.0,
polisi hebat gue sampe takjub,shock,sadness,0.0,0.0,
tindak polisi dasar bukti prosedur,netral,sadness,0.0,0.0,
integritas polisi pondasi utama percaya publik,trust,sadness,0.0,0.0,
kecewa polisi tangkap laku,sadness,sadness,0.7,-0.7,kecewa
layan publik tingkat percaya masyarakat,netral,sadness,0.0,0.0,
moga polisi jalan tugas,netral,sadness,0.0,0.0,
rakyat aman lindung tindak kasar,fear,anger,0.6,-0.6,kasar
hukum jalan polisi,netral,sadness,0.0,0.0,
kritik gue polisi tulus rakyat,trust,sadness,0.0,0.0,
kecewa polisi tetap sangka salah,sadness,sadness,0.7,-0.7,kecewa
takut lapor polisi khawatir adil,fear,fear,0.0,0.0,
percaya deh polisi transparan rakyat respek,trust,sadness,0.0,0.0,
tidak percaya udah tindak nyata,shock,sadness,0.0,0.0,
tidak cepat tunggu heboh,shock,sadness,0.0,0.0,
polisi transparan profesional percaya masyarakat tingkat,netral,sadness,0.0,0.0,
hebat polisi buka terima kritik masuk rakyat,joy,sadness,0.0,0.0,
lapor masyarakat tindaklanjut suai prosedur laku,netral,sadness,0.0,0.0,
tambah kinerja polisi polisi jujur adil lindung rakyat,sadness,sadness,0.0,0.0,
bangga polisi berani lawan praktik korupsi,trust,joy,0.8,0.8,bangga
sedih harap rakyat main sistem,sadness,sadness,0.8,-0.8,sedih
pagi liat video sore udah tindak hukum,shock,sadness,0.0,0.0,
miris rakyat harap pasti,sadness,sadness,0.0,0.0,
brengsek hukum adil,anger,sadness,0.0,0.0,
polisi lamban rakyat butuh bantu,trust,sadness,0.0,0.0,
terima kasih polisi,joy,sadness,0.0,0.0,
ragam gaya gaya kerja benar,anger,sadness,0.0,0.0,
takut alas bukti nyata,anger,fear,0.0,0.0,
alhamdulillah mudik maju terima kasih polisi,joy,sadness,0.0,0.0,
tugas tantang polisi,netral,sadness,0.0,0.0,
sedih aparat harap rakyat,sadness,sadness,0.8,-0.8,sedih
takut butuh bantu polisi peduli,fear,fear,0.0,0.0,
untuk polisi jujur adil maksimal ucap terimakasih,trust,sadness,0.0,0.0,
aman butuh kerja polisi masyarakat,trust,sadness,0.0,0.0,
takut biasa hukum timpang,fear,fear,0.0,0.0,biasa
profesi oknum jalan tugas,netral,sadness,0.0,0.0,
program kerja polisi sosialisasi masyarakat paham peran,netral,sadness,0.0,0.0,
tidak jujur polisi,trust,sadness,0.0,0.0,
tidak percaya banget sih lamban banget urus,shock,sadness,0.0,0.0,
kadang pilih diam lapor polisi takut sulit curiga,fear,fear,0.0,0.0,
orator aksi kecewa halau polisi,sadness,sadness,0.7,-0.7,kecewa
tanggap bikin gue optimis polisi,shock,joy,0.7,0.7,optimis
diam bae cepat sih,shock,sadness,0.0,0.0,
jengkel lihat polisi sibuk kejar tilang tangkap koruptor,anger,anger,0.6,-0.6,jengkel
sungguh adil brengsek polisi,sadness,sadness,0.0,0.0,
heran aja butuh langsung,shock,sadness,0.0,0.0,
adil uang rakyat tidak anggap,fear,sadness,0.0,0.0,
viral hilang,sadness,sadness,0.0,0.0,
terima kasih polisi jalan tugas kawal,joy,sadness,0.0,0.0,
percaya polisi kerja hati moga,trust,sadness,0.0,0.0,
aja ilang jejak udah capek liat drama,shock,sadness,0.0,0.0,
ngeri berani bicara kriminalisasi,fear,fear,0.0,0.0,
polisi kembali percaya rakyat hilang,trust,sadness,0.0,0.0,
tegak hukum adil polisi jujur,trust,sadness,0.0,0.0,
kecewa marah polisi lanjut,sadness,anger,0.75,-0.75,"kecewa, marah"
polisi lupa rakyat,sadness,sadness,0.0,0.0,
