kalimat,prediksi_nb,prediksi_bert,bobot_bert,bobot_lexicon,kata_terkait
percaya deh polisi transparan rakyat respek,trust,sadness,0.0,0.0,
percaya polisi kerja hati moga,trust,sadness,0.0,0.0,
teknologi bantu polisi tingkat kinerja,netral,sadness,0.0,0.0,
jengkel polisi pura,anger,anger,0.6,-0.6,jengkel
takut hukum pihak kaya,fear,fear,0.0,0.0,
tidak percaya polisi tegas tumben banget,shock,sadness,0.0,0.0,
polisi lindung kriminal,sadness,sadness,0.0,0.0,
pagi viral sore udah umum resmi,shock,sadness,0.0,0.0,umum
kelar kerja keras polisi rakyat marah,anger,anger,0.8,-0.8,marah
eh sih polisi deh keren banget,shock,sadness,0.0,0.0,
polisi rakyat lawan rakyat,trust,sadness,0.0,0.0,
takut bicara ujung ancam,fear,fear,0.0,0.0,
benci banget lihat polisi becus,anger,anger,1.0,-1.0,benci
citra bukti benar kerja,anger,sadness,0.0,0.0,
polisi manusia,netral,sadness,0.0,0.0,
ruang baik sistem,netral,joy,0.1,0.1,baik
buat salah kena hukum adil,fear,sadness,0.0,0.0,
aman tertib tanggung polisi,netral,sadness,0.0,0.0,
miris aparat peduli citra rakyat,sadness,sadness,0.0,0.0,
sistem emang udah bobrok,anger,sadness,0.0,0.0,
keren polisi jaga milu aman damai jujur adil,trust,sadness,0.0,0.0,
kali aja bikin darah,shock,sadness,0.0,0.0,
jam viral udah klarifikasi polisi,shock,sadness,0.0,0.0,
terima kasih polisi inspirasi,joy,sadness,0.0,0.0,
polisi juang adil,sadness,sadness,0.0,0.0,
aman wilayah salah indikator hasil kinerja polisi,sadness,sadness,0.0,0.0,
takut kena salah,fear,fear,0.0,0.0,
polisi regulasi tetap perintah,trust,sadness,0.0,0.0,
bangga polisi ayom rakyat penuh tulus,trust,joy,0.8,0.8,bangga
polisi harap sumber takut,sadness,fear,0.0,0.0,
gaji pajak rakyat hancur percaya rakyat,anger,sadness,0.0,0.0,
teknologi manfaat tingkat efektivitas layan polisi,netral,sadness,0.0,0.0,
untuk polisi jujur adil maksimal ucap terimakasih,trust,sadness,0.0,0.0,
terima kasih polisi moga sehat lancar rejeki,joy,sadness,0.0,0.0,
polisi takut sih,fear,fear,0.0,0.0,
komunikasi masyarakat polisi tingkat percaya,netral,sadness,0.0,0.0,
garang urus rakyat berani tidak lawan,fear,sadness,0.0,0.0,
miris hukum tegak adil polisi,sadness,sadness,0.0,0.0,
sebel banget gede ujung ujung hilang,anger,sadness,0.0,0.0,
kecewa bela sakit,sadness,sadness,0.7,-0.7,kecewa
udah orang korban salah tangkap ngeri,fear,fear,0.0,0.0,
hati senang polisi layan tulus,joy,joy,0.8,0.8,senang
jahat bebas keliar ngeri hidup,fear,fear,0.0,0.0,
marah,anger,anger,0.8,-0.8,marah
terima kasih polisi kronologi,joy,sadness,0.0,0.0,
polisi aman cemas,fear,fear,0.0,0.0,
teknologi bantu tingkat efektivitas kinerja polisi layan publik,netral,sadness,0.0,0.0,
polisi integritas hati masyarakat,trust,sadness,0.0,0.0,
sedih tidakadil rajalela,sadness,sadness,0.8,-0.8,sedih
polisi bikin sedih,sadness,sadness,0.8,-0.8,sedih
shock parah berita hilang gitu aja,shock,sadness,0.0,0.0,
takut polisi jahat,fear,fear,0.0,0.0,
miris hukum pasti korban,sadness,sadness,0.0,0.0,
kerja polisi lingkung kondusif,trust,sadness,0.0,0.0,
hukum negeri duit,anger,sadness,0.0,0.0,
kesal lihat hilang,anger,anger,0.5,-0.5,kesal
dikit damai aja hukum negara kayak tawar tawar,anger,sadness,0.0,0.0,
polisi bagus aja kerja tidak sangka,shock,sadness,0.0,0.0,
tambah kinerja polisi polisi jujur adil lindung rakyat,sadness,sadness,0.0,0.0,
takut suara rakyat bungkam mudah,fear,fear,0.0,0.0,
aman moga polisi sigap,joy,sadness,0.0,0.0,
harap ubah kecewa,sadness,sadness,0.7,-0.7,kecewa
jengkel lihat atur untung polisi,anger,anger,0.6,-0.6,jengkel
tegak hukum bebas penting,anger,sadness,0.0,0.0,
darah lihat laku polisi,anger,sadness,0.0,0.0,
sumpah heran banget gimana sih santai bikin rakyat sengsara,anger,sadness,1.0,-1.0,sengsara
mantap terima kasih polisi tangkap laku,joy,sadness,0.0,0.0,
masyarakat butuh polisi responsif,netral,sadness,0.0,0.0,
berani polisi lawan tidakadil patut apresiasi,trust,sadness,0.0,0.0,
viral tidak cepat sih tetap kaget,shock,sadness,0.0,0.0,
polisi diam tidakadil,fear,sadness,0.0,0.0,
emosi polisi salah guna senjata wenang,fear,sadness,0.0,0.0,
iya langsung tindak gue shock jujur,shock,sadness,0.0,0.0,
takut bukti tindak,fear,fear,0.0,0.0,
sedih lihat korban tidak adil,sadness,sadness,0.8,-0.8,sedih
wow keren banget polisi tanggap,shock,sadness,0.0,0.0,
sedih marah kecewa rakyat adu,sadness,sadness,0.7666666666666666,-0.7666666666666666,"sedih, marah, kecewa"
nama layan publik oke banget,netral,joy,0.1,0.1,oke
langsung selesai singkat,shock,sadness,0.0,0.0,
sedih hukum pihak lemah,sadness,sadness,0.8,-0.8,sedih
polisi bikin tenang bikin ragu,fear,sadness,0.0,0.0,
haru polisi bantu warga,joy,sadness,0.6,-0.6,haru
terima kasih saran polisi,joy,sadness,0.0,0.0,
institusi milik tantang jalan tugas,netral,sadness,0.0,0.0,
polisi disiplin bawa ubah negeri,trust,sadness,0.0,0.0,
kecewa tangan polisi nilai,sadness,sadness,0.7,-0.7,kecewa
polisi janji reformasi,anger,sadness,0.0,0.0,
polisi jaga netralitas tugas,netral,sadness,0.0,0.0,
kinerja polisi,sadness,sadness,0.0,0.0,
polisi solusi tambah,sadness,sadness,0.0,0.0,
mana polisi jujur,trust,sadness,0.0,0.0,
hilang bukti lenyap percaya,sadness,sadness,0.0,0.0,
polisi ayom masyarakat tingkat layan,netral,sadness,0.0,0.0,
viral sampe tindak mah malam,shock,sadness,0.0,0.0,
koordinasi polisi masyarakat cipta lingkung aman,netral,sadness,0.0,0.0,
saat ancam lindung terima kasih polisi tni semangat,joy,sadness,0.0,0.0,
berita bikin gue senang sekaligus kaget,shock,joy,0.8,0.8,senang
polisi ikut prosedur tindak,netral,sadness,0.0,0.0,
institusi polisi adaptasi kembang zaman,netral,sadness,0.0,0.0,
sadar hukum masyarakat peran dukung tugas polisi,netral,sadness,0.0,0.0,
gimana aman masyarakat tangan polisi,netral,sadness,0.0,0.0,
polisi humanis hormat masyarakat,trust,sadness,0.0,0.0,
masyarakat percaya lindung,trust,sadness,0.0,0.0,
ubah sistem butuh tidak instan,anger,sadness,0.0,0.0,
tingkat integritas personel jaga percaya publik,netral,sadness,0.0,0.0,
bangga kinerja polisi,joy,joy,0.8,0.8,bangga
tampil henti polisi sheila on kecewa toleransi aparat,sadness,sadness,0.7,-0.7,kecewa
pakai ragam doang laku kaya preman jalan,anger,sadness,0.0,0.0,
polisi bukti jaga adil,trust,sadness,0.0,0.0,
kecewa tenggelam,sadness,sadness,0.7,-0.7,kecewa
polisi hadir aman,joy,sadness,0.0,0.0,
kasih wenang lindung rakyat sari untung pribadi,anger,sadness,0.0,0.0,
hilang harap tangan serius,sadness,sadness,0.0,0.0,
polisi adil sulit temu,sadness,sadness,0.0,0.0,
deg degan temu razia tidak salah,fear,sadness,0.0,0.0,
polisi usut proses adil,netral,sadness,0.0,0.0,
polri tindak jujur adil hukum jadi alat kuasa tindas lemah,sadness,sadness,0.0,0.0,
adil tunggu viral,anger,sadness,0.0,0.0,
rakyat aman lindung tindak kasar,fear,anger,0.6,-0.6,kasar
takut jadi suruh amai tidak benar,fear,fear,0.0,0.0,
kerja penting mending mundur aja,anger,sadness,0.0,0.0,
gue mimpi benar udah tindak,shock,sadness,0.0,0.0,
hukum beli guna adil,fear,sadness,0.0,0.0,
buset butuh petisi gerak mah langsung,shock,sadness,0.0,0.0,
pagi viral sore udah kembang,shock,sadness,0.0,0.0,
butuh langsung jalan lancar,netral,sadness,0.0,0.0,
lapor tindaklanjut biar masyarakat aman,netral,sadness,0.0,0.0,
takut lapor isa damai tidak fear,fear,fear,0.0,0.0,
hukum indonesia butuh polisi jujur adil,trust,sadness,0.0,0.0,
terima kasih polisi jalan tugas kawal,joy,sadness,0.0,0.0,
polisi kinerja kayak tai,shock,sadness,0.0,0.0,
nama respons cepat bikin kejut gue,shock,sadness,0.0,0.0,
salut polisi benar adil,trust,sadness,0.0,0.0,
polisi bersih dukung penuh,trust,sadness,0.0,0.0,
hukum tegak pandang bulu polisi peran,netral,sadness,0.0,0.0,
kerja nyata janji,anger,sadness,0.0,0.0,
tidak aman jahat biar,fear,sadness,0.0,0.0,
gue update berita udah selesai kasus,shock,sadness,0.0,0.0,
senang jujur integritas kuat tubuh polisi,trust,joy,0.8,0.8,senang
langsung ada hasil gue sampe tidak percaya,shock,sadness,0.0,0.0,
kaget kayak gue serius deh,shock,sadness,0.0,0.0,
polisi milik peran jaga aman tertib,netral,sadness,0.0,0.0,
kecewa sakit hati polisi,sadness,sadness,0.7,-0.7,kecewa
lindung rakyat bikin takut,fear,fear,0.0,0.0,
miris aparat tutup mata derita rakyat,sadness,sadness,0.0,0.0,
kolaborasi instansi tingkat efektivitas tegak hukum,netral,sadness,0.0,0.0,
seram temu polisi muka galak,fear,fear,0.0,0.0,
benar bikin darah dengar,shock,sadness,0.0,0.0,
percaya polisi bangun percaya masyarakat,trust,sadness,0.0,0.0,
harap polisi kecewa,sadness,sadness,0.7,-0.7,kecewa
terima kasih polisi udah siaga aman arus mudik moga sehat lancar tugas,joy,sadness,0.0,0.0,
takut butuh bantu polisi peduli,fear,fear,0.0,0.0,
suluh aman bantu tingkat sadar hukum masyarakat,netral,sadness,0.0,0.0,
polisi lambat tindak rakyat butuh,sadness,sadness,0.0,0.0,
pecat oknum polisi,anger,sadness,0.0,0.0,
polisi jujur,trust,sadness,0.0,0.0,
polisi jujur bikin hati tenang,joy,sadness,0.0,0.0,
ngeri berani bicara kriminalisasi,fear,fear,0.0,0.0,
polisi pakai sogok makan,sadness,sadness,0.0,0.0,
polisi peduli masyarakat percaya penuh,trust,sadness,0.0,0.0,
polisi lembaga tugas jaga tertib aman,netral,sadness,0.0,0.0,
wow tidak sangka polisi tanggap cepat,shock,sadness,0.0,0.0,
oknum benar diam kecewa berat,sadness,sadness,0.7,-0.7,kecewa
fix cepat sih tangan gue liat,shock,sadness,0.0,0.0,
dukung wujud terima kasih baik polisi,joy,joy,0.1,0.1,baik
percaya polisi rakyat,trust,sadness,0.0,0.0,
rakyat menang mata hukum hukum,anger,sadness,0.0,0.0,
hukum jalan polisi penuh tanggung,trust,sadness,0.0,0.0,
putus ambil polisi sungguh kecewa cermin adil,sadness,sadness,0.7,-0.7,kecewa
aman ragu polisi tidak tindak cepat,shock,sadness,0.0,0.0,
takut lapor gue kena,fear,fear,0.0,0.0,
tilang takut urus,fear,fear,0.0,0.0,
serius kerja itu rakyat sari untung,anger,sadness,0.0,0.0,
kali gue puas cepat respons aparat,shock,joy,0.7,0.7,puas
takut hukum tunduk uang kuasa,fear,fear,0.0,0.0,
polisi integritas kinerja andal,trust,sadness,0.0,0.0,
polisi hati nurani,trust,sadness,0.0,0.0,
tidak sangka polisi cepat tangan kasus,shock,sadness,0.0,0.0,
kritik gue polisi tulus rakyat,trust,sadness,0.0,0.0,
terima kasih polri bagi buku ilmu,joy,sadness,0.0,0.0,
percaya hukum tegak pandang bulu,trust,sadness,0.0,0.0,
takut orang salah paksa ngaku,fear,fear,0.0,0.0,
sosialisasi atur hukum masyarakat cegah langgar,netral,sadness,0.0,0.0,
tidak aman polisi,fear,sadness,0.0,0.0,
salut polisi tolong sopir truk kontainer pingsan,joy,sadness,0.0,0.0,
tertib masyarakat cipta,netral,sadness,0.0,0.0,
seram lihat ujung diam,fear,fear,0.0,0.0,
keren terima kasih polisi,joy,sadness,0.0,0.0,
kali aman diam urus polisi,fear,sadness,0.0,0.0,
tolong bukti hoax bukti valid biar rakyat percaya,anger,sadness,0.0,0.0,
integritas polisi pondasi utama percaya publik,trust,sadness,0.0,0.0,
takut lapor polisi khawatir adil,fear,fear,0.0,0.0,
tanggap bikin menetizen heboh kaget benar,shock,sadness,0.0,0.0,
anggota polisi ikut latih tugas,netral,sadness,0.0,0.0,
polisi prinsip jujur dukung,trust,sadness,0.0,0.0,
laku serang kunjung tangkap rakyat kecewa polisi,sadness,sadness,0.7,-0.7,kecewa
moga koordinasi polisi masyarakat kuat,netral,sadness,0.0,0.0,
polisi terima kasih,joy,sadness,0.0,0.0,
percaya rakyat polisi kuat jujur,trust,sadness,0.0,0.0,
kaget benar tidak sangka polisi langsung turun tangan,shock,sadness,0.0,0.0,
percaya rakyat mahal tidak dapat kerja hati,trust,sadness,0.0,0.0,
terima kasih jajar polri indonesia,joy,sadness,0.0,0.0,
tegas polisi imbang adil,netral,sadness,0.0,0.0,
rakyat kecewa kinerja polisi,sadness,sadness,0.7,-0.7,kecewa
polisi hati kenang jasa,joy,sadness,0.0,0.0,
