kalimat,prediksi_nb,prediksi_bert,bobot_bert,bobot_lexicon,kata_terkait
susah banget cari polisi kerja rakyat sibuk cari aman,sadness,sadness,0.0,0.0,
sungguh sedih rakyat takut lapor percaya polisi,sadness,fear,0.8,-0.8,sedih
jam viral udah klarifikasi polisi,shock,sadness,0.0,0.0,
polisi diam tidakadil,fear,sadness,0.0,0.0,
viral sampe tindak mah malam,shock,sadness,0.0,0.0,
polisi tertib mobil kacau jalan,netral,sadness,0.0,0.0,
kecewa juang benar dite,sadness,sadness,0.7,-0.7,kecewa
rakyat aman lindung tindak kasar,fear,anger,0.6,-0.6,kasar
takut jadi suruh amai tidak benar,fear,fear,0.0,0.0,
marah adil ilusi negeri,anger,anger,0.8,-0.8,marah
gue percaya polisi profesional kerja penting pribadi,trust,sadness,0.0,0.0,
hukum tumpul tajam sedih,sadness,anger,0.8,-0.8,sedih
polisi jalan tugas intervensi mana,netral,sadness,0.0,0.0,
butuh langsung jalan lancar,netral,sadness,0.0,0.0,
kaget pas baca berita tidak sangka langsung hasil,shock,sadness,0.0,0.0,pas
percaya kinerja polisi,trust,sadness,0.0,0.0,
profesional hormat,trust,sadness,0.0,0.0,
takut biasa hukum timpang,fear,fear,0.0,0.0,biasa
polisi jujur adil sopan ramah,trust,sadness,0.0,0.0,
bangga polisi layan hati tugas penuh amanah,joy,joy,0.8,0.8,bangga
alhamdulillah terima kasih polisi hukum berat beratmya mahluk kayak,joy,sadness,0.0,0.0,
polri tindak jujur adil hukum jadi alat kuasa tindas lemah,sadness,sadness,0.0,0.0,
rakyat kecewa kinerja polisi,sadness,sadness,0.7,-0.7,kecewa
polisi milik wenang selidik periksa,netral,sadness,0.0,0.0,
polisi transparan tangan,netral,sadness,0.0,0.0,
gue percaya polisi kerja cepat,shock,sadness,0.0,0.0,
polisi bikin tenang bikin ragu,fear,sadness,0.0,0.0,
tidak sangka langsung usut tunggu viral,shock,sadness,0.0,0.0,
jarang layar kaca nyata lapang terima kasih polisi,joy,sadness,0.0,0.0,
terima kasih polisi hadir tengah masyarakat,joy,sadness,0.0,0.0,
tidak sangka polisi cepat tangan kasus,shock,sadness,0.0,0.0,
sosialisasi atur hukum masyarakat cegah langgar,netral,sadness,0.0,0.0,
kecewa sakit hati polisi,sadness,sadness,0.7,-0.7,kecewa
tidak kasih adil iya mundur aja sok kuasa,anger,sadness,0.0,0.0,
sedih benar kalah penting,sadness,sadness,0.8,-0.8,sedih
libat komunitas jaga aman bantu tugas polisi,netral,sadness,0.0,0.0,
statistik,netral,sadness,0.0,0.0,
jaga nama institusi bikin malu,netral,sadness,0.0,0.0,
ngeri berani bicara kriminalisasi,fear,fear,0.0,0.0,
keluarga tabrak lari kecewa lapor polisi direspon,sadness,sadness,0.7,-0.7,kecewa
kolaborasi instansi tingkat efektivitas tegak hukum,netral,sadness,0.0,0.0,
pedih korban adil,sadness,sadness,0.0,0.0,
hukum jalan polisi,netral,sadness,0.0,0.0,
senyum polisi ramah masyarakat,joy,sadness,0.0,0.0,
iya langsung tindak gue shock jujur,shock,sadness,0.0,0.0,
hadir saat butuh terima kasih polw,joy,sadness,0.0,0.0,
kritik gue polisi tulus rakyat,trust,sadness,0.0,0.0,
polisi integritas kinerja andal,trust,sadness,0.0,0.0,
rakyat menang mata hukum hukum,anger,sadness,0.0,0.0,
percaya hukum tegak pandang bulu,trust,sadness,0.0,0.0,
masyarakat khianat polisi lindung rugi,netral,sadness,0.0,0.0,
aman ragu polisi tidak tindak cepat,shock,sadness,0.0,0.0,
takut lapor gue kena,fear,fear,0.0,0.0,
tilang takut urus,fear,fear,0.0,0.0,
marah lihat polisi lindung koruptor,anger,anger,0.8,-0.8,marah
gue tidak sangka polisi cepat gerak,shock,sadness,0.0,0.0,
sentuh langsung hukum,netral,sadness,0.0,0.0,
polisi bukti jaga adil,trust,sadness,0.0,0.0,
salut polisi benar adil,trust,sadness,0.0,0.0,
ajaib lambat banget proses,shock,sadness,0.0,0.0,
salut polisi aktif bangun hubung rakyat,trust,sadness,0.0,0.0,
terima kasih polisi pulang mudik macet lancar jalan,joy,sadness,0.0,0.0,
percaya deh polisi transparan rakyat respek,trust,sadness,0.0,0.0,
takut orang salah paksa ngaku,fear,fear,0.0,0.0,
tindak polisi suai kode etik standar prosedur laku,netral,sadness,0.0,0.0,standar
tidak aman polisi,fear,sadness,0.0,0.0,
bangga polisi simpati orang,joy,joy,0.8,0.8,bangga
tegak hukum jalan suai prinsip adil,netral,sadness,0.0,0.0,
seram lihat ujung diam,fear,fear,0.0,0.0,
terima kasih polisi inspirasi,joy,sadness,0.0,0.0,
kali aman diam urus polisi,fear,sadness,0.0,0.0,
polisi hati nurani,trust,sadness,0.0,0.0,
untuk polisi jujur adil maksimal ucap terimakasih,trust,sadness,0.0,0.0,
takut lapor polisi khawatir adil,fear,fear,0.0,0.0,
kaget kayak gue serius deh,shock,sadness,0.0,0.0,
tindak polisi suai undang laku,netral,sadness,0.0,0.0,
polisi juang adil,trust,sadness,0.0,0.0,
tiga korban persekusi aku kecewa kepala pos polisi,sadness,sadness,0.7,-0.7,kecewa
masyarakat polisi dukung lingkung aman,trust,sadness,0.0,0.0,
polisi peduli bersih indah kota terima kasih,joy,sadness,0.0,0.0,
