kalimat,prediksi_nb,prediksi_bert,bobot_bert,bobot_lexicon,kata_terkait
takut jadi suruh amai tidak benar,takut,fear,0.0,0.0,
percaya masyarakat aset besar polisi,percaya,sadness,0.0,0.0,
terima kasih polisi peduli bersih indah kota,senang,sadness,0.0,0.0,
peran jaga tertib,netral,sadness,0.0,0.0,
gede ujung ujung rakyat suruh abar tidak hasil,marah,sadness,0.0,0.0,
salut polisi jaga adil,percaya,sadness,0.0,0.0,
moga polisi profesional tugas,netral,sadness,0.0,0.0,
kesal polisi abai jahat,marah,anger,0.5,-0.5,kesal
benci banget sistem hukum bobrok,marah,anger,1.0,-1.0,benci
mending ajar arti adil,percaya,sadness,0.0,0.0,
percaya rakyat polisi kuat jujur,percaya,sadness,0.0,0.0,
pecat oknum polisi,marah,sadness,0.0,0.0,
susah percaya hukum ubah arah,percaya,sadness,0.0,0.0,
percaya polisi jujur semangat benar kerja,percaya,sadness,0.0,0.0,
koordinasi kait tingkat efektivitas tegak hukum,netral,sadness,0.0,0.0,
masyarakat puas kinerja polri aman milu,senang,joy,0.7,0.7,puas
polisi responsif lapor warga,netral,sadness,0.0,0.0,
pakai ragam doang laku kaya preman jalan,marah,sadness,0.0,0.0,
teknologi bantu polisi tingkat kinerja,netral,sadness,0.0,0.0,
penting tingkat kinerja polisi,netral,sadness,0.0,0.0,
polisi bantu,senang,sadness,0.0,0.0,
salah masyarakat tidak percaya liat kinerja,marah,sadness,0.0,0.0,
salut polisi benar adil,percaya,sadness,0.0,0.0,
susah banget cari polisi jujur kecewa banget,sedih,sadness,0.7,-0.7,kecewa
jaga aman,percaya,sadness,0.0,0.0,
polisi juang adil,sedih,sadness,0.0,0.0,
siti rusmini kecewa lapor keras rumah tangga endap kantor polisi,sedih,sadness,0.7,-0.7,kecewa
seram lihat ujung diam,takut,fear,0.0,0.0,
polisi ayom masyarakat bangga rakyat indonesia,senang,joy,0.8,0.8,bangga
tambah kinerja polisi polisi jujur adil lindung rakyat,percaya,sadness,0.0,0.0,
ruang baik sistem,netral,joy,0.1,0.1,baik
rakyat tenang polisi,senang,sadness,0.0,0.0,
kecewa kinerja polisi lambat kembang,sedih,sadness,0.7,-0.7,kecewa
jengkel polisi pura,marah,anger,0.6,-0.6,jengkel
aman tertib tanggung polisi,netral,sadness,0.0,0.0,
khawatir polisi lindung penting masyarakat layan,netral,fear,0.0,0.0,
polisi rakyat juang,sedih,sadness,0.0,0.0,
prosedur tangan acu hukum laku,netral,sadness,0.0,0.0,
masyarakat polisi dukung lingkung aman,percaya,sadness,0.0,0.0,
takut berita orang cari adil tekan aparat,takut,fear,0.0,0.0,
sebel banget gede ujung ujung hilang,marah,sadness,0.0,0.0,
kecewa jalan polisi,sedih,sadness,0.7,-0.7,kecewa
percaya polisi berantas jahat,percaya,sadness,0.0,0.0,
benci lihat polisi lindung penting jabat,marah,anger,1.0,-1.0,benci
publik puas kinerja polisi,netral,joy,0.7,0.7,puas
polisi layan masyarakat penuh hati,senang,sadness,0.0,0.0,
hadir saat butuh terima kasih polw,senang,sadness,0.0,0.0,
operasi polisi jalan deg degan,takut,sadness,0.0,0.0,
polisi kembali percaya masyarakat kerja nyata,percaya,sadness,0.0,0.0,
polisi goblok terima kasih,senang,sadness,0.0,0.0,
terima kasih polisi bantu aman,senang,sadness,0.0,0.0,
tidak jujur polisi,percaya,sadness,0.0,0.0,
kecewa kinerja polisi buruk,sedih,sadness,0.7,-0.7,kecewa
percaya polisi abdi rakyat,percaya,sadness,0.0,0.0,
marah banget lihat tidak kelar,marah,anger,0.8,-0.8,marah
miris rakyat harap pasti,sedih,sadness,0.0,0.0,
polisi setia sumpah hormat rakyat,marah,sadness,0.0,0.0,
miris orang jujur jadi sangka,takut,sadness,0.0,0.0,
sedih benar kalah penting,sedih,sadness,0.8,-0.8,sedih
polisi junjung benar rakyat dukung,percaya,sadness,0.0,0.0,
polisi milik mekanisme adu masyarakat butuh,netral,sadness,0.0,0.0,
terus karya inovasi ayom terima kasih polisi sehat,senang,sadness,0.0,0.0,
polisi humanis masyarakat,percaya,sadness,0.0,0.0,
takut bicara kritis polisi,takut,fear,0.0,0.0,
oknum benar diam kecewa berat,marah,sadness,0.7,-0.7,kecewa
terima kasih polisi pulang mudik macet lancar jalan,senang,sadness,0.0,0.0,
susah kerja benar sari untung pribadi,marah,sadness,0.0,0.0,
takut polisi takut jahat,takut,fear,0.0,0.0,
senang polisi transparan,senang,joy,0.8,0.8,senang
hukum tajam tumpul udah muak dengar,marah,anger,0.0,0.0,
polisi teknologi dukung proses investigasi,netral,sadness,0.0,0.0,
takut polisi polisi momok yang takut motor,takut,fear,0.0,0.0,
sedih marah kecewa rakyat adu,sedih,sadness,0.7666666666666666,-0.7666666666666666,"sedih, marah, kecewa"
jengkel lihat polisi kritik kerja amburadul,marah,anger,0.6,-0.6,jengkel
emosi banget senyap,marah,sadness,0.0,0.0,
program kerja polisi sosialisasi masyarakat paham peran,netral,sadness,0.0,0.0,
hukum percaya,percaya,sadness,0.0,0.0,
rakyat protes bilang tidak hormat hukum gimana,marah,sadness,0.0,0.0,
tugas tantang moga polisi kompeten,netral,sadness,0.0,0.0,
senang polisi inovatif tangan aman,senang,joy,0.8,0.8,senang
sedih aparat harap rakyat,sedih,sadness,0.8,-0.8,sedih
sungguh polri kecewa rakyat,sedih,sadness,0.7,-0.7,kecewa
senang polisi sigap responsif,senang,joy,0.8,0.8,senang
capek harap ujung ujung hilang,sedih,sadness,0.0,0.0,
percaya polisi rakyat,percaya,sadness,0.0,0.0,
tindak polisi didik masyarakat,netral,sadness,0.0,0.0,
polisi penuh integritas,percaya,sadness,0.0,0.0,
moga koordinasi polisi masyarakat kuat,netral,sadness,0.0,0.0,
udah capek harap polisi begini aja,marah,sadness,0.0,0.0,
ngeri lihat tidak selesai,takut,fear,0.0,0.0,
polisi edukasi hukum masyarakat paham,netral,sadness,0.0,0.0,
polisi lamban rakyat butuh bantu,takut,sadness,0.0,0.0,
kinerja polisi tentu aman masyarakat,netral,sadness,0.0,0.0,
polisi bersih amanah dukung penuh rakyat,percaya,sadness,0.0,0.0,
terima kasih polisi relawan maksimal,senang,sadness,0.0,0.0,
viral hilang,sedih,sadness,0.0,0.0,
lihat kinerja polisi hancur,sedih,sadness,0.0,0.0,
takut laku jahat lindung korban,takut,fear,0.0,0.0,
sedih polisi tangguh laku keroyok hibur malam,sedih,sadness,0.8,-0.8,sedih
kasih wenang lindung rakyat sari untung pribadi,marah,sadness,0.0,0.0,
tindak polisi suai undang laku,netral,sadness,0.0,0.0,
polisi terima kasih,senang,sadness,0.0,0.0,
polisi peduli rakyat,sedih,sadness,0.0,0.0,
polisi sadar percaya rakyat abadi,percaya,sadness,0.0,0.0,
rakyat menang mata hukum hukum,marah,sadness,0.0,0.0,
takut lapor anggap angin,takut,fear,0.0,0.0,
polisi lingkung tenang panik,senang,fear,0.0,0.0,
jengkel lihat bukti proses,marah,anger,0.6,-0.6,jengkel
percaya polisi jujur salah tetap kritik,percaya,sadness,0.0,0.0,
suluh hukum masyarakat bantu cegah jahat,netral,sadness,0.0,0.0,
aman tertib butuh kerja tugas polisi,netral,sadness,0.0,0.0,
harap sistem,percaya,sadness,0.0,0.0,
contoh buruk laku,netral,sadness,0.0,0.0,
polisi adil,percaya,sadness,0.0,0.0,
polisi disiplin bikin masyarakat kagum,senang,joy,0.7,0.7,kagum
takut banget jadi jalan lapor bingung percaya tidak,takut,fear,0.0,0.0,
koordinasi polisi masyarakat cipta lingkung aman,netral,sadness,0.0,0.0,
polisi lindung sumber takut,takut,fear,0.0,0.0,
susah cari polisi jujur adil,percaya,sadness,0.0,0.0,
polisi cepat tanggap peka terima kasih polisi keras,senang,sadness,0.0,0.0,
polisi milik tugas jaga aman situasi,netral,sadness,0.0,0.0,
polisi adil dukung masyarakat,percaya,sadness,0.0,0.0,
harap kecewa polisi,sedih,sadness,0.7,-0.7,kecewa
hukum adil sakit jahat,sedih,sadness,0.0,0.0,
polisi bukti institusi polisi tegak adil jujur intimidasi,percaya,sadness,0.0,0.0,
polisi sikap adil jujur,percaya,sadness,0.0,0.0,
kecewa banget polisi,sedih,sadness,0.7,-0.7,kecewa
takut tidakadil anggap wajar,takut,fear,0.0,0.0,wajar
andai polisi rakyat ada,percaya,sadness,0.0,0.0,
harap hukum pihak kuat,percaya,sadness,0.0,0.0,
polisi milik tanggung jaga stabilitas sosial aman nasional,netral,sadness,0.0,0.0,
korup bebas jujur sulit,marah,sadness,0.0,0.0,
miris selesai tumpuk,sedih,sadness,0.0,0.0,
respons cepat tangan lapor tingkat percaya masyarakat,netral,sadness,0.0,0.0,
bangga polisi simpati orang,senang,joy,0.8,0.8,bangga
laku kayak preman hormat gimana rakyat respek,marah,sadness,0.0,0.0,
udah rusak sistem tidak percaya,marah,sadness,0.0,0.0,
sulit percaya polisi profesional,percaya,sadness,0.0,0.0,
sakit hati kalau kinerja polisi negara,sedih,sadness,0.0,0.0,
benci banget lihat polisi becus,marah,anger,1.0,-1.0,benci
kerja rakyat bos bos doang,marah,sadness,0.0,0.0,
dunia hukum kayak panggung sandiwara jago akting menang,marah,sadness,0.0,0.0,
khawatir urus polisi hasil kali tebak,takut,fear,0.0,0.0,
kecewa berani bicara bungkam,takut,sadness,0.7,-0.7,kecewa
kecewa polisi tangkap laku,sedih,sadness,0.7,-0.7,kecewa
polisi cepat tanggap tugas inspirasi,senang,sadness,0.0,0.0,
sumpah iya polisi sih,marah,sadness,0.0,0.0,
saat ancam lindung terima kasih polisi tni semangat,senang,sadness,0.0,0.0,
sakit oknum polisi salah guna wenang,takut,sadness,0.0,0.0,
good job polisi terima kasih evakuasi laku,senang,sadness,0.0,0.0,
takut polisi gerak viral,takut,fear,0.0,0.0,
terima kasih polisi ungkap benar,senang,sadness,0.0,0.0,
aparat polisi bangsat,takut,sadness,0.0,0.0,
kasihan polisi benar jujur,percaya,sadness,0.0,0.0,
polisi panjang polisi kumpul orang licik indonesia,percaya,sadness,0.0,0.0,
baik sistem polisi,netral,joy,0.1,0.1,baik
polisi hadir jahat rajalela,takut,sadness,0.0,0.0,
gue polisi sayang kalah suara,percaya,sadness,0.0,0.0,
sedih hukum kertas,sedih,sadness,0.8,-0.8,sedih
orang ragu bantu polisi takut sulit anggap serius,takut,fear,0.0,0.0,
adil kuasa,takut,sadness,0.0,0.0,
terima kasih polisi sehat laksana tugas,senang,sadness,0.0,0.0,
bosan lihat sok benar kamera,marah,sadness,0.0,0.0,
polisi jalin silaturahmi masyarakat dengar keluh kesah aspirasi masyarakat,senang,sadness,0.0,0.0,
layan cepat transparan kunci percaya masyarakat polisi,netral,sadness,0.0,0.0,
percaya reformasi polisi bawa dampak positif hukum,percaya,sadness,0.0,0.0,
takut transparansi tangan,netral,fear,0.0,0.0,
terima kasih polisi bu polisi standby malam,senang,sadness,0.0,0.0,
polisi cari laku keren banget,marah,sadness,0.0,0.0,
miris lihat korban kriminal juang,sedih,sadness,0.0,0.0,
lapor masuk proses suai prosedur hukum laku,netral,sadness,0.0,0.0,
takut polisi tegak hukum,takut,fear,0.0,0.0,
polisi responsif bantu selesai hukum cepat,netral,sadness,0.0,0.0,
tegak adil rakyat takut sayang,takut,fear,0.0,0.0,
terima kasih polisi jujur adil,senang,sadness,0.0,0.0,
polisi transparan biar percaya publik tidak hilang,netral,sadness,0.0,0.0,
polisi hati rakyat,percaya,sadness,0.0,0.0,
tegak hukum jahat gimana rakyat percaya,percaya,sadness,0.0,0.0,
bagi buku ilmu terima kasih polri,senang,sadness,0.0,0.0,
kecewa adil,sedih,sadness,0.7,-0.7,kecewa
patut apresiasi kinerja polisi gerak cepat tangkap edar narkoba,senang,sadness,0.0,0.0,
ngeri urus polisi rumit,takut,fear,0.0,0.0,
terima kasih polisi cegah jahat moga depan jahat ungkap,senang,sadness,0.0,0.0,
polisi jujur tulus maaf,percaya,sadness,0.0,0.0,
polisi salah guna wenang dukung rakyat,takut,sadness,0.0,0.0,
jujur aja temu polisi jalan deg degan,takut,sadness,0.0,0.0,
tegak hukum adil cipta tertib masyarakat,percaya,sadness,0.0,0.0,
polisi aman,netral,sadness,0.0,0.0,
polisi harap rakyat adil,percaya,sadness,0.0,0.0,
adil sulit,sedih,sadness,0.0,0.0,
dendam polisi adil,marah,anger,0.9,-0.9,dendam
mantap polisi matang lebaran,senang,sadness,0.0,0.0,
disiplin internal polisi jaga integritas institusi,netral,sadness,0.0,0.0,
tidak polisi buruk benar adil,marah,sadness,0.0,0.0,
adil wujud polisi hati,percaya,sadness,0.0,0.0,
gimana tidak takut diputarbalikkan,takut,fear,0.0,0.0,
tugas sih laku tidak suai harap rakyat,marah,sadness,0.0,0.0,
takut bicara jujur ujung,takut,fear,0.0,0.0,
sedih aparat sibuk citra tindak,sedih,sadness,0.8,-0.8,sedih
latih kembang tingkat profesionalisme,netral,sadness,0.0,0.0,
terima kasih polisi mudik lancar aman macet tangan,senang,sadness,0.0,0.0,
salut polisi usaha cipta lingkung aman,percaya,sadness,0.0,0.0,
kecewa polisi,sedih,sadness,0.7,-0.7,kecewa
sungguh senang polisi bersih transparan,senang,joy,0.8,0.8,senang
tugas utama polisi jaga tertib lindung warga,netral,sadness,0.0,0.0,
gimana aman masyarakat tangan polisi,netral,sadness,0.0,0.0,
polisi ayom masyarakat tingkat layan,netral,sadness,0.0,0.0,
tambah selesai lambat,sedih,sadness,0.0,0.0,
jengkel kali lihat berita,marah,anger,0.6,-0.6,jengkel
polisi jalan tugas intervensi mana,netral,sadness,0.0,0.0,
benci banget polisi tutup salah,marah,anger,1.0,-1.0,benci
polisi hati,percaya,sadness,0.0,0.0,
polisi simbol adil sungguh,marah,sadness,0.0,0.0,
jengkel lihat polisi main keras,marah,anger,0.6,-0.6,jengkel
emosi polisi salah guna senjata wenang,takut,sadness,0.0,0.0,
jadi aneh tahan bikin was banget,takut,sadness,0.0,0.0,
polisi tertib mobil kacau jalan,netral,sadness,0.0,0.0,
tingkat sulit beda beda,netral,sadness,0.0,0.0,
kadang pilih diam lapor polisi takut sulit curiga,takut,fear,0.0,0.0,
aman tidak polisi lambat tindak,takut,sadness,0.0,0.0,
khawatir lapor meja tindak,takut,fear,0.0,0.0,
polisi disiplin profesional bangga bangsa,senang,joy,0.8,0.8,bangga
tegak hukum adil masyarakat percaya,percaya,sadness,0.0,0.0,
terima kasih polisi tegak adil,senang,sadness,0.0,0.0,
takut polisi hilang percaya rakyat,takut,fear,0.0,0.0,
harap polisi kecewa,sedih,sadness,0.7,-0.7,kecewa
takut hukum pihak kaya,takut,fear,0.0,0.0,
korban polisi abai,sedih,sadness,0.0,0.0,
gue percaya polisi profesional kerja penting pribadi,percaya,sadness,0.0,0.0,
kecewa kuasa polisi,sedih,sadness,0.7,-0.7,kecewa
hebat kinerja polisi tangkap laku kriminal,marah,sadness,0.0,0.0,
terima kasih polisi layan baik masyarakat,senang,joy,0.1,0.1,baik
rakyat udah muak main kayak,marah,sadness,0.0,0.0,
hati senang polisi layan tulus,senang,joy,0.8,0.8,senang
aman nyaman masyarakat prioritas,senang,sadness,0.0,0.0,
polisi patroli rasa tidak tenang,takut,sadness,0.0,0.0,
polisi bikin sedih,sedih,sadness,0.8,-0.8,sedih
kecewa kinerja polisi,sedih,sadness,0.7,-0.7,kecewa
masyarakat bangga polisi profesional,senang,joy,0.8,0.8,bangga
takut viral proses tidak iya ilang aja,takut,fear,0.0,0.0,
udah berat takut laku bebas,takut,fear,0.0,0.0,
dikit damai aja hukum negara kayak tawar tawar,marah,sadness,0.0,0.0,
lihat polisi tenang langsung emosi,marah,sadness,0.0,0.0,
reformasi institusi butuh proses,netral,sadness,0.0,0.0,
tidak ngerti temu polisi main ancam,takut,sadness,0.0,0.0,
mantap terima kasih polisi tangkap laku,senang,sadness,0.0,0.0,
rakyat tangis adil,sedih,sadness,0.0,0.0,
evaluasi rutin kinerja polisi optimal,netral,sadness,0.0,0.0,
polisi panutan tegak hukum,percaya,sadness,0.0,0.0,
layan cepat responsif harap masyarakat,netral,sadness,0.0,0.0,
seram adil negosiasi,takut,fear,0.0,0.0,
polisi hadir aman,senang,sadness,0.0,0.0,
tidak habis pikir kinerja polisi sedih banget,sedih,sadness,0.8,-0.8,sedih
polisi kinerja kayak tai,percaya,sadness,0.0,0.0,
peran polisi jaga tertib dukung elemen masyarakat,netral,sadness,0.0,0.0,
tidak percaya takut urus,takut,fear,0.0,0.0,
mantap polisi,senang,sadness,0.0,0.0,
takut marah,marah,anger,0.8,-0.8,marah
lapor masyarakat tindaklanjut suai prosedur laku,netral,sadness,0.0,0.0,
kecewa juang benar dite,sedih,sadness,0.7,-0.7,kecewa
takut razia kena aneh,takut,fear,0.0,0.0,
seram lihat jahat rajalela aparat,takut,fear,0.0,0.0,
terima kasih polisi senang mudik lancar aman macet,senang,joy,0.8,0.8,senang
harap polisi setia tugas lindung rakyat,percaya,sadness,0.0,0.0,
terima kasih polisi,senang,sadness,0.0,0.0,
sedih tidakadil rajalela,sedih,sadness,0.8,-0.8,sedih
cemas oknum polisi tindak wenang wenang sanksi,takut,fear,0.0,0.0,
protes takut akibat,takut,fear,0.0,0.0,
aja ilang jejak udah capek liat drama,marah,sadness,0.0,0.0,
polisi takut sih,marah,fear,0.0,0.0,
jadi takut kena imbas,takut,fear,0.0,0.0,
proses moga tangan,netral,sadness,0.0,0.0,
terima kasih polisi sedia aman,senang,sadness,0.0,0.0,
salut polisi hadir rakyat butuh bantu,senang,sadness,0.0,0.0,
takut jelas,takut,fear,0.0,0.0,
alhamdulillah mudik maju terima kasih polisi,senang,sadness,0.0,0.0,
polisi gerak cepat tekan publik,netral,sadness,0.0,0.0,
program tingkat kualitas sdm polisi bantu profesionalisme kerja,netral,sadness,0.0,0.0,
lapor masyarakat proses suai tentu hukum,netral,sadness,0.0,0.0,
ayo polisi berantas habis laku menarkoba,percaya,sadness,0.0,0.0,
dendam tidakadil ulang,takut,anger,0.9,-0.9,dendam
polisi tindak oknum ormas,marah,sadness,0.0,0.0,
jujur adil iya polisi moga amanah sukses,percaya,sadness,0.0,0.0,
aman polisi cemas,takut,fear,0.0,0.0,
percaya masyarakat polisi jaga,percaya,sadness,0.0,0.0,
polisi simbol lindung jaga,percaya,sadness,0.0,0.0,
polisi jalan tugas independen intervensi,netral,sadness,0.0,0.0,
polisi patroli rutin jaga aman wilayah,percaya,sadness,0.0,0.0,
polisi rakyat lawan rakyat,percaya,sadness,0.0,0.0,
kinerja polisi evaluasi biar efektif,netral,sadness,0.0,0.0,
takut polisi salah guna kuasa,takut,fear,0.0,0.0,
percaya polisi tindak jahat pandang bulu,percaya,sadness,0.0,0.0,
libat komunitas jaga aman bantu tugas polisi,netral,sadness,0.0,0.0,
miris butuh lindung abai,sedih,sadness,0.0,0.0,
polisi jalan tugas hati nurani hormat rakyat,percaya,sadness,0.0,0.0,
polisi pegang teguh prinsip adil dukung rakyat,percaya,sadness,0.0,0.0,
hukum takut tegak,takut,fear,0.0,0.0,
kecewa polisi tangan,sedih,sadness,0.7,-0.7,kecewa
polisi transparan jalan tugas percaya publik,netral,sadness,0.0,0.0,
benci kinerja polisi curi motor mobil,marah,anger,1.0,-1.0,benci
tindak polisi suai kode etik standar prosedur laku,netral,sadness,0.0,0.0,standar
kecewa marah polisi lanjut,sedih,anger,0.75,-0.75,"kecewa, marah"
takut hukum tajam,takut,anger,0.0,0.0,
kasus libat jabat deh lambat proses,sedih,sadness,0.0,0.0,
baik sektor polisi bawa dampak positif masyarakat,percaya,joy,0.1,0.1,baik
terima kasih lindung,senang,sadness,0.0,0.0,
takut atur berat rakyat,takut,fear,0.0,0.0,
harap polisi tangkap milik akun,percaya,sadness,0.0,0.0,
garang urus rakyat berani tidak lawan,takut,sadness,0.0,0.0,
polisi ayom tambah luka,takut,sadness,0.0,0.0,
percaya rakyat kuat polisi benah,percaya,sadness,0.0,0.0,
aman wilayah salah indikator hasil kinerja polisi,sedih,sadness,0.0,0.0,
jujur aja polisi buruk sorot,marah,sadness,0.0,0.0,
partisipasi publik awas bantu jaga kredibilitas polisi,netral,sadness,0.0,0.0,
kritik bangun bantu baik sistem,netral,joy,0.1,0.1,baik
polisi lindung bikin takut,takut,fear,0.0,0.0,
